"","DYRK1A_N","ITSN1_N","BDNF_N","NR1_N","NR2A_N","pAKT_N","pBRAF_N","pCAMKII_N","pCREB_N","pELK_N","pERK_N","pJNK_N","PKCA_N","pMEK_N","pNR1_N","pNR2A_N","pNR2B_N","pPKCAB_N","pRSK_N","AKT_N","BRAF_N","CAMKII_N","CREB_N","ELK_N","ERK_N","GSK3B_N","JNK_N","MEK_N","TRKA_N","RSK_N","APP_N","Bcatenin_N","SOD1_N","MTOR_N","P38_N","pMTOR_N","DSCR1_N","AMPKA_N","NR2B_N","pNUMB_N","RAPTOR_N","TIAM1_N","pP70S6_N","NUMB_N","P70S6_N","pGSK3B_N","pPKCG_N","CDK5_N","S6_N","ADARB1_N","AcetylH3K9_N","RRP1_N","BAX_N","ARC_N","ERBB4_N","nNOS_N","Tau_N","GFAP_N","GluR3_N","GluR4_N","IL1B_N","P3525_N","pCASP9_N","PSD95_N","SNCA_N","Ubiquitin_N","pGSK3B_Tyr216_N","SHH_N","BAD_N","BCL2_N","pS6_N","pCFOS_N","SYP_N","H3AcK18_N","EGR1_N","H3MeK4_N","CaNA_N"
"56",0.267985167,0.401483313,0.299629172,2.146106304,3.278862794,0.256118665,0.20197775,5.705067985,0.213844252,1.254635352,0.383189122,0.38986403,0.294684796,0.295426452,0.813102596,1.098640297,1.637577256,1.148578492,0.475401731,0.658343634,0.257849197,0.386155748,0.202719407,0.998763906,1.826946848,0.933250927,0.240296663,0.272682324,0.656613103,0.182694685,0.354017305,1.950556242,0.684301607,0.512731768,0.513967862,0.92657602,0.620271941,0.349814586,0.594313968,0.35105068,0.342398022,0.395055624,0.463535229,0.162329829,0.996381182,0.161468206,1.869550233,0.336205411,0.334137515,0.778390488,0.17198001,0.179045321,0.170946062,0.135447182,0.175771153,0.205755644,0.208857488,0.135791832,0.320351542,0.168361192,0.648457694,0.293985869,1.892297088,2.652248837,0.199034982,1.490608306,0.842322936,0.226606927,0.224539032,0.199207307,0.135447182,0.160434258,0.513182836,0.198001034,0.315009478,0.312941582,1.041357918
"57",0.265617191,0.403048476,0.321589205,2.18015992,3.184657671,0.274362819,0.212143928,5.701649175,0.223388306,1.202648676,0.38005997,0.395052474,0.319590205,0.291104448,0.877311344,1.0982009,1.650924538,1.15842079,0.5,0.660669665,0.275612194,0.383808096,0.201649175,0.981509245,1.792853573,0.928035982,0.256371814,0.266616692,0.658170915,0.186656672,0.389555222,1.963018491,0.693403298,0.487256372,0.571964018,0.884057971,0.624687656,0.364067966,0.603698151,0.33808096,0.340829585,0.389555222,0.457021489,0.157691662,0.969300453,0.151820164,1.781244758,0.314880054,0.327965107,0.780573729,0.164066432,0.176983728,0.171279987,0.128837443,0.172957557,0.183358497,0.209360845,0.11810099,0.295587989,0.155846335,0.651568529,0.287703405,1.84331488,2.546552592,0.204328133,1.416373092,0.825700386,0.2177487,0.202986076,0.210031874,0.128837443,0.161550075,0.479449757,0.193256165,0.287871163,0.282670693,0.983727562
"58",0.2696875,0.408125,0.3171875,2.13875,3.045,0.314375,0.225,5.3215625,0.2259375,1.3475,0.4571875,0.39125,0.306875,0.34875,0.815,1.04625,1.5771875,1.105,0.5271875,0.69625,0.2990625,0.4071875,0.2009375,0.9534375,1.71125,0.8909375,0.2559375,0.2915625,0.639375,0.2159375,0.38625,1.825,0.741875,0.55125,0.655625,0.96,0.713125,0.364375,0.6759375,0.370625,0.435,0.4978125,0.52375,0.145772595,0.870598789,0.156761606,1.781116842,0.32114824,0.305449652,0.752410854,0.145548329,0.184794797,0.153397623,0.121776183,0.174927114,0.1711146,0.177394035,0.139044629,0.331015923,0.177394035,0.700605517,0.326979143,1.925768109,2.597667638,0.218883158,1.478806907,0.860282575,0.247589146,0.229199372,0.213949316,0.121776183,0.205875757,0.48418928,0.242879569,0.340883606,0.355460866,1.049338417
"59",0.282872241,0.409698477,0.317687286,2.115635685,2.917935965,0.310848617,0.317065589,5.357786758,0.232825614,1.321728318,0.396953684,0.399751321,0.32576935,0.321106621,0.842088903,1.050668325,1.563257694,1.099782406,0.479328567,0.65402549,0.363692882,0.398197078,0.216972334,0.933789245,1.704382965,0.859807274,0.261112838,0.301834007,0.641280696,0.216039789,0.386384831,1.809449798,0.675784893,0.533105378,0.601802922,0.932235002,0.701585328,0.364625427,0.678271682,0.35965185,0.416537146,0.428038545,0.529375194,0.141748004,0.892413487,0.155723159,1.748447205,0.329636202,0.289707187,0.743566992,0.155057675,0.192102928,0.158385093,0.133318545,0.16703638,0.178349601,0.191215617,0.131987578,0.320319432,0.176574978,0.679902396,0.318988465,1.92014197,2.543256433,0.230035492,1.470275067,0.837843833,0.228704525,0.266193434,0.238021295,0.133318545,0.163043478,0.477817214,0.252661934,0.360692103,0.372005324,1.062555457
"60",0.294270833,0.432291667,0.346354167,2.186197917,3.095052083,0.313802083,0.236002604,5.600260417,0.237630208,1.318684896,0.416666667,0.405598958,0.318359375,0.351236979,0.858072917,1.104817708,1.630533854,1.139648438,0.482096354,0.701822917,0.327473958,0.416341146,0.2109375,0.989908854,1.752278646,0.9140625,0.30859375,0.307617188,0.673502604,0.221354167,0.387044271,1.889973958,0.760742188,0.552408854,0.672526042,0.977539063,0.721354167,0.393554688,0.713541667,0.372070313,0.399739583,0.461588542,0.539388021,0.137396243,0.867409349,0.152686763,1.719309742,0.330275229,0.292704238,0.71450415,0.142857143,0.180646571,0.141764963,0.131498471,0.166666667,0.178680647,0.195063346,0.132809087,0.318261249,0.162516383,0.664700743,0.312363478,1.838138925,2.499563128,0.231542158,1.417212757,0.815421581,0.21996505,0.252512014,0.209480122,0.131498471,0.191131498,0.510048056,0.22433377,0.323066841,0.336609873,1.01310616
"61",0.23192446,0.410251799,0.265467626,2.386870504,4.552428058,0.216546763,0.158992806,5.497302158,0.202068345,1,0.328327338,0.342535971,0.280845324,0.267446043,0.948381295,1.220773381,1.837230216,1.248651079,0.467086331,0.753776978,0.166456835,0.289568345,0.136780576,1.473830935,2.48057554,1.005755396,0.200359712,0.242535971,0.636061151,0.115017986,0.312230216,2.569694245,0.798381295,0.406384892,0.424280576,0.952158273,0.506294964,0.378147482,0.485161871,0.308723022,0.288758993,0.378327338,0.294154676,0.196561951,1.222155097,0.141915641,1.59797891,0.268947715,0.364674868,1.170749121,0.129173989,0.158007469,0.185413005,0.139883568,0.15141696,0.224956063,0.165806239,0.113356766,0.26982645,0.145924868,0.610720562,0.330184534,1.979953866,2.369398067,0.196232425,1.482864675,0.843475395,0.233139279,0.125109842,0.115773286,0.139883568,0.147407733,0.451394991,0.125659051,0.16344464,0.146803603,0.901526801
"62",0.212310673,0.400140895,0.115181402,2.284431138,4.299313138,0.209052483,0.154367735,5.344751673,0.19232124,0.961870377,0.3354174,0.327580134,0.272278971,0.256780557,0.913790067,1.163525889,1.77994012,1.187389926,0.495068686,0.725079253,0.1645826,0.279323706,0.130239521,1.39212751,2.38992603,0.984149348,0.199277915,0.241194082,0.618175414,0.115445579,0.304684748,2.520958084,0.785752025,0.401637901,0.414142304,0.921275097,0.491194082,0.362891863,0.496125396,0.297199718,0.27456851,0.362451567,0.28636844,0.205510843,1.275653924,0.146601833,1.566901408,0.283981668,0.374133691,1.039347194,0.14078918,0.156662195,0.188464118,0.145595797,0.154817796,0.216409569,0.170411357,0.11541471,0.270176615,0.145428124,0.621506819,0.32198748,1.910295104,2.404929577,0.217583277,1.508439526,0.874245473,0.255700872,0.133802817,0.126425218,0.145595797,0.155432596,0.443941426,0.129107981,0.170802593,0.150458305,0.898222669
"63",0.211927398,0.394641314,0.266897148,2.261797753,4.342350908,0.208815903,0.151512532,5.227917027,0.196974935,0.933016422,0.320829732,0.332497839,0.271305099,0.257649092,0.893258427,1.132497839,1.760674157,1.171218669,0.4693172,0.739152982,0.158513397,0.268798617,0.126879862,1.400691443,2.352031115,0.972515125,0.192134831,0.233102852,0.607087295,0.115557476,0.307260156,2.4633535,0.783405359,0.391961971,0.41028522,0.881417459,0.47968885,0.354364736,0.533362143,0.311322385,0.264736387,0.354364736,0.273638721,0.212932383,1.38107654,0.147575178,1.636189814,0.283272496,0.395793499,1.085926183,0.145779014,0.157193348,0.193232516,0.140738166,0.170925314,0.239411322,0.180659366,0.116345095,0.274407555,0.152963671,0.621588736,0.320586361,1.982212179,2.434324121,0.192189582,1.540703401,0.880931688,0.247696854,0.135813199,0.123819457,0.140738166,0.154817776,0.470305348,0.127469726,0.174343821,0.165073295,0.886551944
"64",0.203736072,0.349683199,0.232138956,2.032772558,3.881144855,0.204391523,0.148022722,4.940244702,0.164955211,0.91959799,0.295389993,0.307952808,0.255625956,0.233122132,0.825649989,1.013327507,1.546755517,1.107930959,0.429320516,0.673913043,0.161240988,0.273432379,0.13382128,1.147476513,2.108914136,0.898186585,0.187240551,0.214987983,0.554183963,0.113939262,0.287852305,2.106729299,0.639611099,0.374590343,0.410421674,0.899825213,0.481428884,0.337666594,0.486454009,0.280970068,0.273213896,0.341490059,0.268844221,0.178554134,1.177239709,0.134209616,1.435766171,0.258595642,0.327429955,1.159322034,0.124662746,0.162919405,0.17744725,0.127360775,0.158422691,0.199169837,0.153649256,0.104323763,0.270148737,0.128260118,0.613282601,0.269249395,2.021722587,2.292632307,0.157592529,1.358630232,0.821169146,0.216603251,0.124662746,0.11290211,0.127360775,0.145485991,0.420062262,0.11622276,0.161743341,0.148737461,1.006157039
"65",0.194417077,0.348330597,0.255172414,2.04499179,3.713300493,0.196059113,0.14789272,4.827586207,0.169458128,0.88757526,0.294362343,0.303557745,0.256376574,0.231198686,0.812917351,1.000547345,1.584345922,1.093377121,0.43667214,0.658675424,0.160262726,0.268746579,0.128735632,1.136179529,2.054077723,0.902572523,0.188943623,0.249589491,0.560810071,0.116037219,0.289764641,2.088451013,0.644882321,0.41182266,0.408100712,0.766064587,0.474001095,0.332019704,0.475862069,0.278927203,0.269293924,0.337055282,0.27454844,0.186175439,1.244421053,0.141333333,1.457614035,0.264070175,0.346315789,1.046807018,0.126877193,0.148210526,0.181754386,0.128842105,0.162385965,0.208842105,0.158035088,0.109333333,0.28245614,0.132210526,0.601824561,0.27845614,2.052421053,2.327438596,0.16477193,1.332,0.840350877,0.217192982,0.128491228,0.116491228,0.128842105,0.157052632,0.457824561,0.119368421,0.167789474,0.152,0.998666667
"66",0.197589041,0.350794521,0.239452055,2.044493151,3.626739726,0.201534247,0.150246575,4.934465753,0.171726027,0.861589041,0.298082192,0.312,0.253589041,0.236821918,0.816328767,0.993315068,1.56230137,1.095890411,0.441643836,0.652931507,0.164164384,0.273315068,0.142356164,1.167123288,2.031342466,0.910356164,0.190684932,0.217534247,0.557589041,0.114191781,0.283616438,2.101589041,0.648767123,0.390465753,0.397917808,0.770082192,0.486027397,0.326136986,0.506520548,0.280986301,0.262136986,0.333260274,0.271452055,0.190210702,1.301716023,0.139164434,1.501991166,0.272753602,0.338715517,1.05705597,0.135616538,0.147925567,0.18564912,0.128955181,0.167040765,0.213308233,0.16602708,0.105568025,0.280790674,0.137643907,0.62428499,0.270798639,2.121931793,2.390413439,0.166171892,1.386503512,0.859894287,0.220838462,0.131561799,0.1220042,0.128955181,0.143291579,0.427123308,0.120121642,0.168126855,0.156903917,0.988053001
"67",0.179262795,0.321797932,0.221028905,1.880933439,3.384380801,0.194643331,0.140015911,4.325908247,0.15924158,0.917130735,0.268629011,0.280827367,0.245160435,0.219570406,0.750066295,0.871917263,1.369530628,0.996287457,0.406921241,0.608724476,0.158313445,0.257358791,0.131662689,0.936886767,1.879740122,0.847653142,0.180853885,0.19928401,0.494828958,0.11575179,0.282816229,1.772341554,0.553699284,0.362635906,0.399761337,0.718774861,0.474409971,0.317820207,0.466984885,0.265844604,0.264651286,0.330416335,0.277114824,0.156263794,1.080515582,0.130749537,1.241458462,0.243400724,0.282599099,1.044848592,0.11212148,0.142403108,0.167211089,0.122009358,0.153173832,0.186368853,0.1441688,0.096141962,0.254789441,0.112033195,0.586827933,0.249845502,1.966010418,2.182042906,0.130131544,1.26105765,0.786792619,0.211706542,0.144521939,0.127924428,0.122009358,0.120861658,0.376269092,0.118301404,0.167299373,0.156263794,0.9511786
"68",0.195424837,0.316732026,0.217385621,1.806013072,3.183398693,0.205751634,0.140392157,4.297647059,0.150980392,0.895816993,0.26130719,0.269150327,0.236862745,0.21751634,0.722352941,0.853333333,1.336470588,0.98875817,0.398431373,0.588627451,0.160130719,0.259477124,0.129411765,0.931895425,1.853594771,0.851633987,0.179215686,0.189934641,0.48745098,0.11372549,0.267843137,1.742614379,0.549803922,0.37503268,0.398039216,0.690980392,0.47254902,0.312026144,0.449673203,0.263006536,0.256862745,0.322875817,0.287712418,0.165395788,1.14778504,0.133986928,1.290486565,0.251997095,0.286310821,1.002087872,0.123910675,0.151506899,0.173293391,0.126815541,0.155228758,0.193173566,0.149055919,0.111655773,0.266249092,0.119099492,0.623366013,0.258896151,2.020515614,2.271423384,0.158587509,1.294480755,0.819716776,0.217774147,0.130991285,0.116920842,0.126815541,0.137254902,0.392519971,0.122639797,0.17147785,0.162672476,0.981299927
"69",0.175964546,0.319864442,0.222236705,1.837851929,3.248826903,0.193952033,0.141293014,4.352711157,0.150938478,0.806047967,0.262643379,0.279979145,0.234358707,0.21637122,0.727841502,0.845411887,1.35088634,0.987877998,0.406152242,0.577163712,0.157846715,0.25729927,0.123435871,0.900938478,1.827554745,0.861313869,0.178050052,0.199165798,0.491527633,0.11483316,0.266944734,1.732664234,0.550834202,0.375651721,0.400808133,0.701251303,0.465980188,0.299791449,0.446037539,0.260427529,0.255995829,0.325338895,0.268508863,0.170570122,1.160492675,0.138751516,1.344499393,0.262480172,0.304469534,0.963142671,0.125128301,0.152001493,0.173182794,0.123635346,0.162358869,0.200802463,0.156946907,0.105719884,0.271157973,0.123821965,0.627227769,0.248577027,2.077820286,2.320425492,0.159372959,1.309788187,0.832322478,0.221237287,0.132686386,0.129420547,0.123635346,0.138938136,0.424185873,0.12540823,0.175515536,0.174675749,0.989082766
"70",0.164329535,0.290534619,0.212386795,1.670464505,2.819602688,0.170172363,0.13394683,3.738971662,0.135261467,0.879199533,0.251533742,0.269062226,0.236634531,0.211510371,0.66316097,0.754747298,1.199532574,0.901840491,0.399065148,0.553900088,0.154542799,0.251679813,0.128250073,0.781770377,1.601080923,0.748174116,0.173531989,0.186532282,0.430762489,0.111744084,0.264241893,1.485685072,0.465089103,0.379491674,0.411189015,0.67163307,0.45822378,0.301051709,0.468302658,0.253724803,0.266871166,0.313321648,0.289804265,0.148278435,0.996482251,0.129623707,1.143374907,0.234516576,0.266282912,1.004477135,0.1027609,0.140496749,0.157659098,0.120136446,0.146786057,0.188466048,0.146253065,0.095832001,0.237074939,0.105532459,0.630956188,0.241871869,1.904594393,2.139643961,0.158405287,1.241019081,0.785417333,0.200405074,0.126638951,0.117045091,0.120136446,0.137405394,0.400277156,0.142308922,0.19656753,0.163415414,0.926980066
"71",0.168493351,0.292269472,0.198158702,1.634955429,2.726874178,0.179599591,0.134005553,3.733888645,0.134882362,0.853280725,0.245360222,0.264211603,0.230454479,0.199766184,0.665059185,0.746017828,1.212918311,0.883092211,0.375274003,0.551658629,0.152856934,0.250328803,0.125237469,0.794680696,1.564810756,0.741049247,0.173608067,0.173315797,0.43475084,0.113985094,0.261581178,1.488090019,0.468507964,0.365775245,0.40698524,0.660382873,0.455209703,0.300160748,0.438550343,0.25763554,0.263627064,0.313312874,0.282478445,0.153631883,1.013499036,0.134026141,1.161559889,0.234626098,0.280694236,0.907863724,0.107670881,0.141097064,0.151060639,0.125241054,0.151489179,0.17805871,0.142918363,0.104456825,0.24598243,0.108849368,0.616563103,0.254446111,1.900042854,2.163595457,0.165309621,1.267088065,0.771373473,0.213520463,0.132204843,0.119991429,0.125241054,0.134990358,0.362866938,0.124705378,0.18052282,0.16777373,0.950074995
"72",0.18980305,0.332433291,0.220139771,1.79272554,3.025095299,0.199491741,0.14707751,4.087833545,0.146601017,0.936308767,0.27525413,0.283672173,0.239675985,0.222045743,0.69297967,0.797013977,1.324015248,0.979669632,0.440279543,0.601493011,0.164072427,0.274301144,0.130559085,0.855622618,1.700603558,0.802890724,0.176620076,0.207433291,0.469027954,0.12341169,0.267630241,1.604510801,0.504606099,0.400730623,0.441073698,0.717598475,0.48729352,0.313850064,0.473475222,0.272236341,0.276048285,0.338468869,0.29431385,0.157478561,1.056576456,0.133979285,1.186435015,0.246129859,0.284998329,0.880833055,0.109811783,0.142220737,0.161822029,0.129747188,0.163158481,0.180866466,0.15168727,0.104465976,0.251030182,0.111593719,0.607528678,0.263058247,1.940973382,2.180643724,0.170620336,1.273749861,0.806437242,0.219734937,0.137320414,0.120503397,0.129747188,0.144448157,0.375765675,0.141775253,0.184653079,0.176857111,0.994431451
"73",0.145326504,0.245358515,0.185979513,1.403329065,2.290973111,0.164692702,0.122759283,3.085787452,0.127400768,0.856113956,0.21190781,0.229833547,0.196382843,0.181978233,0.555857875,0.639244558,1.002560819,0.792733675,0.334026889,0.510883483,0.146286812,0.235275288,0.113636364,0.702144686,1.284090909,0.613636364,0.15396927,0.163252241,0.35259283,0.107394366,0.235595391,1.185019206,0.401888604,0.342029449,0.390524968,0.608514725,0.428457106,0.285211268,0.423495519,0.247119078,0.253361076,0.293693982,0.272887324,0.133552632,0.921973684,0.133026316,1.083421053,0.214210526,0.247236842,0.947105263,0.103421053,0.139078947,0.153421053,0.118026316,0.153289474,0.165263158,0.150789474,0.097631579,0.223684211,0.107894737,0.629342105,0.249736842,1.914473684,2.053684211,0.174605263,1.204078947,0.745526316,0.206842105,0.128421053,0.133552632,0.118026316,0.141973684,0.367631579,0.114868421,0.185921053,0.162894737,0.872894737
"74",0.156849197,0.261185006,0.197270686,1.496977025,2.473829677,0.169632061,0.140266022,3.505614096,0.127483158,0.90412852,0.243910865,0.23959233,0.21005355,0.205044049,0.599758162,0.677664536,1.095525998,0.811193643,0.387458974,0.548281223,0.143893591,0.235619278,0.119882536,0.729486958,1.389186388,0.665227155,0.169286578,0.171704958,0.368111936,0.113663845,0.242356193,1.266712731,0.435135602,0.38573156,0.42753498,0.650198653,0.472793229,0.304888582,0.445154604,0.258075661,0.263430644,0.31939886,0.293314908,0.144957983,0.941570378,0.133403361,1.080094538,0.221507353,0.259847689,0.88904937,0.104385504,0.151129202,0.150735294,0.118434874,0.155330882,0.162683824,0.147321429,0.111344538,0.226628151,0.112132353,0.628939076,0.259847689,1.907956933,2.042542017,0.170168067,1.20575105,0.780330882,0.220063025,0.136423319,0.132221639,0.118434874,0.15835084,0.364233193,0.124737395,0.226234244,0.168198529,0.848214286
"75",0.171823312,0.299474606,0.228643705,1.687682428,2.703833431,0.18602841,0.154893948,3.755399883,0.147304923,1.024712979,0.277096711,0.277096711,0.237205682,0.224557307,0.682817669,0.756178245,1.232730103,0.936563534,0.409223584,0.619186612,0.171239541,0.283518194,0.142050983,0.821755205,1.545436855,0.730881494,0.174158397,0.195563339,0.440163456,0.129597198,0.278264254,1.4271259,0.489200234,0.431601479,0.470324966,0.731465266,0.533566842,0.338976455,0.506129597,0.293053123,0.301225919,0.354154505,0.326911851,0.144923618,0.978504799,0.132215763,1.09260511,0.224820873,0.25510342,0.818980668,0.105718535,0.150601595,0.149655266,0.119372719,0.157225902,0.16276869,0.147221847,0.102203596,0.231039611,0.108963093,0.610652967,0.254292281,1.9072597,2.071515479,0.177098824,1.218737326,0.776531026,0.223333784,0.156009193,0.118291199,0.119372719,0.155468433,0.345680681,0.146681087,0.204542382,0.175611734,0.879005002
"76",0.34637699,0.572398469,0.327984199,2.659054438,5.347734848,0.23404518,0.185038884,6.947290458,0.220343168,1.513763733,0.431428219,0.384643871,0.340328355,0.317491668,1.042834218,1.221701025,1.948154549,1.508579188,0.456486853,0.76595482,0.234292063,0.350697445,0.197136156,1.4952475,2.650783854,1.199234662,0.238612517,0.287989137,0.762375015,0.146772003,0.462288606,2.71731885,0.719664239,0.484384644,0.513763733,1.007653376,0.665843723,0.44105666,0.621651648,0.394395754,0.366004197,0.505740032,0.418837181,0.187665483,0.997804327,0.147174685,1.877752664,0.284727155,0.410720052,1.574103972,0.16667743,0.15866968,0.189150791,0.125605425,0.144849855,0.201614466,0.173910236,0.11643526,0.244300936,0.148272522,0.501259283,0.270584437,1.708685825,2.443073943,0.143752018,1.373587343,0.810849209,0.195027446,0.168873103,0.139037778,0.125605425,0.132257023,0.475944462,0.163254763,0.198514692,0.185728124,0.957378108
"77",0.31816646,0.528212637,0.291023764,2.421556482,4.787250817,0.205203289,0.16567181,6.25329429,0.198445771,1.303074671,0.399707174,0.35048992,0.304538799,0.293163645,0.915080527,1.115666179,1.764838383,1.263881068,0.425610992,0.687239554,0.212749183,0.313774074,0.158463791,1.329316364,2.523031873,1.123212073,0.213650186,0.258249803,0.68780268,0.129969591,0.414235837,2.506138079,0.654465593,0.442166911,0.465930848,0.882869693,0.589142922,0.385741638,0.560986598,0.346210159,0.322333596,0.44937493,0.369185719,0.189093815,1.034689393,0.15007657,1.8210267,0.292229842,0.457620348,1.543711299,0.171183168,0.16179506,0.194553565,0.12663959,0.153672015,0.210000666,0.177841401,0.115586923,0.250282975,0.149410746,0.548971303,0.262800453,1.808043145,2.503295825,0.153538851,1.362341035,0.838671017,0.198881417,0.151275052,0.13722618,0.12663959,0.136094281,0.515280645,0.185964445,0.230441441,0.188827485,0.980757707
"78",0.325509147,0.55908411,0.291796111,2.459325739,4.811414107,0.216545852,0.167184444,6.306869175,0.201357726,1.250834196,0.39512139,0.362674031,0.304798067,0.303072144,0.905074215,1.174433322,1.806351398,1.258083074,0.45276723,0.710965366,0.21712116,0.323092855,0.17282246,1.388332758,2.575768036,1.13001956,0.218041652,0.259118628,0.710390059,0.137613623,0.422621102,2.518352318,0.695777241,0.450350938,0.445978599,0.909216431,0.586123576,0.386031527,0.628581291,0.344379243,0.321021747,0.455988954,0.385686342,0.191278759,1.061864633,0.145398609,1.81346977,0.275615302,0.491439272,1.597846442,0.169007491,0.168673087,0.185861423,0.125601926,0.148542001,0.20993847,0.18452381,0.111021937,0.250535045,0.148675762,0.576845907,0.277755484,1.800093633,2.523742643,0.151417871,1.358212948,0.853397539,0.198568753,0.156300161,0.132022472,0.125601926,0.129547887,0.487225789,0.166867309,0.188937935,0.179909042,1.065877475
"79",0.314043548,0.503141897,0.324419114,2.368990209,4.289785182,0.225339763,0.182083881,6.027327196,0.206780652,1.462224171,0.392517902,0.363875493,0.309367237,0.298407131,0.912903697,1.057430951,1.692824784,1.458278533,0.431828146,0.677480637,0.234107847,0.344001169,0.178868917,1.242437527,2.219640509,1.084173608,0.22154026,0.255151249,0.67850358,0.142919772,0.426859565,2.293146281,0.628233231,0.454040625,0.501972819,0.887622388,0.646207804,0.400555312,0.599152419,0.367090457,0.345170247,0.47391495,0.40450095,0.174116859,1.008287293,0.149506111,1.836179474,0.288715888,0.364892014,1.447681232,0.154947263,0.178302361,0.189938055,0.127825213,0.14582287,0.20651264,0.182990122,0.121295831,0.258078018,0.149673531,0.516239746,0.257575758,1.740917462,2.477649422,0.156788883,1.38104805,0.800435292,0.192700486,0.166164406,0.169596518,0.127825213,0.154445003,0.483257994,0.167838607,0.214716223,0.219236565,0.977482002
"80",0.289415656,0.480016538,0.285832415,2.199558986,4.066289967,0.206312018,0.173511577,5.773015436,0.192668137,1.237734289,0.3896086,0.366179713,0.289966924,0.273291069,0.818357222,0.978776185,1.570286659,1.257717751,0.437155458,0.623346196,0.243109151,0.320011025,0.186190739,1.153390298,2.115352811,1.003169791,0.20893054,0.241041896,0.628996692,0.134371555,0.391262404,2.186328556,0.59536935,0.439222712,0.456036384,0.819873208,0.587927233,0.375,0.560915105,0.329933848,0.321802646,0.43522602,0.350882029,0.166131486,1.023153625,0.1481325,1.72815616,0.287645766,0.394203143,1.433412202,0.171539632,0.16925807,0.190045631,0.124387358,0.148555011,0.200692919,0.16925807,0.116697651,0.260689539,0.145597431,0.555010985,0.259844516,1.772181849,2.5037181,0.167061011,1.402146358,0.820263647,0.188693595,0.162835897,0.141034308,0.124387358,0.135710664,0.490113233,0.168920061,0.20517154,0.20593206,0.996028393
"81",0.29914056,0.492653174,0.275020793,2.22012753,3.923343499,0.210146937,0.171333518,5.799972276,0.187551982,1.171333518,0.372331577,0.338647075,0.285833102,0.280704186,0.844330469,1.011644026,1.591488772,1.197532576,0.433324092,0.646382035,0.204879401,0.312725256,0.175076241,1.157887441,2.163709454,1.016634322,0.213057943,0.249514832,0.646797893,0.138342113,0.394649293,2.200304963,0.60049903,0.433601331,0.444690879,0.813141114,0.580121985,0.36540061,0.675353479,0.350013862,0.315359024,0.431106182,0.336706404,0.176267679,1.058295964,0.149879269,1.727147292,0.278975509,0.416005519,1.470162125,0.159968955,0.173076923,0.190496723,0.126077958,0.154104864,0.199810279,0.175491549,0.11090031,0.275181097,0.148930666,0.596498793,0.269661952,1.810624353,2.583477061,0.167212832,1.39625733,0.830717489,0.195843394,0.170834771,0.139703346,0.126077958,0.14677475,0.492928596,0.169713694,0.222318041,0.217575026,1.104691273
"82",0.291162949,0.478631023,0.316703559,2.288779159,3.907713264,0.222033033,0.188149157,5.74816959,0.201089733,1.525114933,0.385663204,0.348714456,0.308871105,0.291503491,0.81593734,0.959475566,1.591350247,1.421590329,0.420738975,0.616890856,0.220330325,0.340541461,0.198535672,1.126000341,2.038821727,1.01174868,0.226289801,0.258130427,0.65026392,0.146092287,0.409160565,2.057551507,0.613996254,0.460752597,0.509279755,0.848288779,0.638344968,0.426357909,0.593223225,0.37067938,0.3379874,0.476928316,0.41494977,0.154718643,0.910472415,0.147450721,1.809272107,0.291928202,0.32000881,1.308005726,0.14436736,0.17894505,0.175971809,0.123554675,0.140182799,0.187204052,0.172447968,0.116837353,0.259993393,0.149653122,0.512939104,0.258121352,1.629335976,2.409866755,0.156480564,1.386961788,0.791542782,0.195903535,0.196454135,0.180596851,0.123554675,0.144807841,0.462063649,0.189406453,0.235326506,0.227177624,0.99922916
"83",0.280446927,0.457781325,0.263367917,2.078850758,3.516679968,0.211652035,0.171588188,5.306464485,0.18499601,1.226975259,0.34924182,0.332003192,0.276616121,0.268954509,0.778292099,0.910135674,1.461771748,1.167278532,0.40207502,0.583878691,0.211811652,0.319393456,0.181963288,1.026017558,1.934876297,0.943495611,0.207661612,0.229848364,0.600319234,0.136312849,0.383080607,1.928651237,0.571109338,0.436073424,0.461452514,0.790582602,0.595051875,0.366480447,0.567438148,0.3264166,0.331683958,0.421548284,0.346687949,0.156937158,0.913718049,0.148230829,1.75711575,0.279160621,0.358410537,1.372809465,0.145105481,0.171782565,0.181046992,0.121107266,0.142761469,0.188637125,0.165308628,0.11463333,0.271570488,0.147114633,0.565130037,0.293001451,1.689585891,2.459314656,0.169885032,1.415671392,0.818171671,0.193883246,0.180600513,0.158164974,0.121107266,0.145775198,0.492242438,0.186962831,0.24310749,0.237972988,1.033374261
